,Request id,Pickup point,Driver id,Status,RequestTimestamp,DropTimestamp,Request Hour,weekday,Time_slot,supply_demand
1686,1985,City,178.0,Trip Completed,2016-12-07 12:24:00,2016-12-07 13:29:00,12,Wednesday,Daytime,Supply
1687,2277,City,178.0,Trip Completed,2016-12-07 18:39:00,2016-12-07 19:34:00,18,Wednesday,Evening_Time,Supply
1688,3108,Airport,178.0,Trip Completed,2016-07-13 08:25:17,2016-07-13 09:35:25,8,Wednesday,Morning_Time,Supply
1689,3880,Airport,178.0,Trip Completed,2016-07-13 21:54:09,2016-07-13 22:35:57,21,Wednesday,Evening_Time,Supply
1690,4252,City,178.0,Trip Completed,2016-07-14 06:05:14,2016-07-14 06:46:37,6,Thursday,Morning_Time,Supply
1691,4646,Airport,178.0,Trip Completed,2016-07-14 11:49:01,2016-07-14 12:55:56,11,Thursday,Daytime,Supply
1692,5560,Airport,178.0,Trip Completed,2016-07-15 05:35:45,2016-07-15 06:19:44,5,Friday,Early Morning,Supply
1693,483,City,179.0,Trip Completed,2016-11-07 09:26:00,2016-11-07 10:04:00,9,Monday,Morning_Time,Supply
1694,628,Airport,179.0,Trip Completed,2016-11-07 12:19:00,2016-11-07 13:00:00,12,Monday,Daytime,Supply
1695,2285,City,179.0,Trip Completed,2016-12-07 18:34:00,2016-12-07 19:14:00,18,Wednesday,Evening_Time,Supply
1696,4024,Airport,179.0,Trip Completed,2016-07-13 00:06:34,2016-07-13 00:42:21,0,Wednesday,,Supply
1697,2952,City,179.0,Trip Completed,2016-07-13 06:39:09,2016-07-13 07:56:00,6,Wednesday,Morning_Time,Supply
1698,4631,Airport,179.0,Trip Completed,2016-07-14 11:16:57,2016-07-14 12:24:33,11,Thursday,Daytime,Supply
1699,5200,Airport,179.0,Trip Completed,2016-07-14 20:48:33,2016-07-14 21:38:17,20,Thursday,Evening_Time,Supply
1700,5711,City,179.0,Trip Completed,2016-07-15 07:40:48,2016-07-15 08:33:56,7,Friday,Morning_Time,Supply
1701,6399,Airport,179.0,Trip Completed,2016-07-15 19:24:48,2016-07-15 20:01:58,19,Friday,Evening_Time,Supply
1702,6453,City,179.0,Trip Completed,2016-07-15 20:06:18,2016-07-15 21:02:10,20,Friday,Evening_Time,Supply
1703,788,City,180.0,Trip Completed,2016-11-07 16:53:00,2016-11-07 17:54:00,16,Monday,Daytime,Supply
1704,1550,Airport,180.0,Trip Completed,2016-12-07 06:08:00,2016-12-07 07:14:00,6,Wednesday,Morning_Time,Supply
1705,2069,Airport,180.0,Trip Completed,2016-12-07 15:20:00,2016-12-07 15:55:00,15,Wednesday,Daytime,Supply
1706,2593,City,180.0,Trip Completed,2016-12-07 21:43:00,2016-12-07 22:35:00,21,Wednesday,Evening_Time,Supply
1707,2943,City,180.0,Trip Completed,2016-07-13 06:41:04,2016-07-13 07:15:52,6,Wednesday,Morning_Time,Supply
1708,3649,City,180.0,Trip Completed,2016-07-13 19:11:32,2016-07-13 20:21:31,19,Wednesday,Evening_Time,Supply
1709,3942,Airport,180.0,Trip Completed,2016-07-13 22:36:27,2016-07-13 23:42:21,22,Wednesday,Late_Night,Supply
1710,5512,Airport,180.0,Trip Completed,2016-07-15 05:10:25,2016-07-15 05:42:24,5,Friday,Early Morning,Supply
1711,5752,City,180.0,Trip Completed,2016-07-15 08:02:05,2016-07-15 09:09:26,8,Friday,Morning_Time,Supply
1712,6362,City,180.0,Trip Completed,2016-07-15 19:05:36,2016-07-15 19:49:02,19,Friday,Evening_Time,Supply
1713,1151,Airport,181.0,Trip Completed,2016-11-07 20:40:00,2016-11-07 21:38:00,20,Monday,Evening_Time,Supply
1714,1812,Airport,181.0,Trip Completed,2016-12-07 09:16:00,2016-12-07 10:09:00,9,Wednesday,Morning_Time,Supply
1715,1946,Airport,181.0,Trip Completed,2016-12-07 11:28:00,2016-12-07 12:32:00,11,Wednesday,Daytime,Supply
1716,2646,City,181.0,Trip Completed,2016-12-07 22:46:00,2016-12-07 23:45:00,22,Wednesday,Late_Night,Supply
1717,3255,Airport,181.0,Trip Completed,2016-07-13 10:10:00,2016-07-13 11:20:59,10,Wednesday,Morning_Time,Supply
1718,3431,Airport,181.0,Trip Completed,2016-07-13 16:03:13,2016-07-13 16:46:54,16,Wednesday,Daytime,Supply
1719,3634,City,181.0,Trip Completed,2016-07-13 19:00:49,2016-07-13 19:54:19,19,Wednesday,Evening_Time,Supply
1720,4592,City,181.0,Trip Completed,2016-07-14 10:09:16,2016-07-14 10:38:27,10,Thursday,Morning_Time,Supply
1721,5705,City,181.0,Trip Completed,2016-07-15 07:32:41,2016-07-15 08:16:15,7,Friday,Morning_Time,Supply
1722,6056,Airport,181.0,Trip Completed,2016-07-15 13:35:56,2016-07-15 14:02:50,13,Friday,Daytime,Supply
1723,325,City,182.0,Trip Completed,2016-11-07 07:34:00,2016-11-07 08:44:00,7,Monday,Morning_Time,Supply
1724,1015,City,182.0,Trip Completed,2016-11-07 19:15:00,2016-11-07 20:11:00,19,Monday,Evening_Time,Supply
1725,1308,City,182.0,Trip Completed,2016-11-07 22:41:00,2016-11-07 23:54:00,22,Monday,Late_Night,Supply
1726,1667,City,182.0,Trip Completed,2016-12-07 07:42:00,2016-12-07 08:03:00,7,Wednesday,Morning_Time,Supply
1727,2436,Airport,182.0,Trip Completed,2016-12-07 20:15:00,2016-12-07 20:46:00,20,Wednesday,Evening_Time,Supply
1728,2865,City,182.0,Trip Completed,2016-07-13 05:42:33,2016-07-13 06:25:57,5,Wednesday,Early Morning,Supply
1729,3397,City,182.0,Trip Completed,2016-07-13 15:00:02,2016-07-13 15:58:30,15,Wednesday,Daytime,Supply
1730,4040,Airport,182.0,Trip Completed,2016-07-14 00:38:21,2016-07-14 01:50:05,0,Thursday,,Supply
1731,4094,City,182.0,Trip Completed,2016-07-14 03:09:17,2016-07-14 03:44:55,3,Thursday,Early Morning,Supply
1732,4568,Airport,182.0,Trip Completed,2016-07-14 09:50:59,2016-07-14 10:22:31,9,Thursday,Morning_Time,Supply
1733,5105,City,182.0,Trip Completed,2016-07-14 19:59:57,2016-07-14 20:37:28,19,Thursday,Evening_Time,Supply
1734,573,Airport,183.0,Trip Completed,2016-11-07 10:57:00,2016-11-07 11:30:00,10,Monday,Morning_Time,Supply
1735,789,City,183.0,Trip Completed,2016-11-07 16:54:00,2016-11-07 17:36:00,16,Monday,Daytime,Supply
1736,1525,City,183.0,Trip Completed,2016-12-07 05:48:00,2016-12-07 06:46:00,5,Wednesday,Early Morning,Supply
1737,2786,Airport,183.0,Trip Completed,2016-07-13 04:54:15,2016-07-13 05:34:02,4,Wednesday,Early Morning,Supply
1738,3143,Airport,183.0,Trip Completed,2016-07-13 08:52:45,2016-07-13 09:57:50,8,Wednesday,Morning_Time,Supply
1739,3917,City,183.0,Trip Completed,2016-07-13 22:15:07,2016-07-13 23:23:04,22,Wednesday,Late_Night,Supply
1740,4375,City,183.0,Trip Completed,2016-07-14 07:38:26,2016-07-14 08:42:05,7,Thursday,Morning_Time,Supply
1741,6345,City,183.0,Trip Completed,2016-07-15 18:44:57,2016-07-15 19:57:43,18,Friday,Evening_Time,Supply
1742,169,City,184.0,Trip Completed,2016-11-07 05:45:00,2016-11-07 06:48:00,5,Monday,Early Morning,Supply
1743,537,City,184.0,Trip Completed,2016-11-07 10:05:00,2016-11-07 10:57:00,10,Monday,Morning_Time,Supply
1744,682,City,184.0,Trip Completed,2016-11-07 13:32:00,2016-11-07 14:19:00,13,Monday,Daytime,Supply
1745,1384,City,184.0,Trip Completed,2016-12-07 01:15:00,2016-12-07 02:18:00,1,Wednesday,Early Morning,Supply
1746,2167,Airport,184.0,Trip Completed,2016-12-07 17:30:00,2016-12-07 18:30:00,17,Wednesday,Daytime,Supply
1747,2295,City,184.0,Trip Completed,2016-12-07 18:48:00,2016-12-07 19:12:00,18,Wednesday,Evening_Time,Supply
1748,3109,City,184.0,Trip Completed,2016-07-13 08:22:49,2016-07-13 09:18:31,8,Wednesday,Morning_Time,Supply
1749,3293,City,184.0,Trip Completed,2016-07-13 11:18:02,2016-07-13 11:52:17,11,Wednesday,Daytime,Supply
1750,3444,City,184.0,Trip Completed,2016-07-13 16:33:05,2016-07-13 17:49:15,16,Wednesday,Daytime,Supply
1751,3660,Airport,184.0,Trip Completed,2016-07-13 19:22:51,2016-07-13 19:51:44,19,Wednesday,Evening_Time,Supply
1752,4693,City,184.0,Trip Completed,2016-07-14 13:01:23,2016-07-14 14:10:11,13,Thursday,Daytime,Supply
1753,5214,Airport,184.0,Trip Completed,2016-07-14 20:59:09,2016-07-14 21:48:04,20,Thursday,Evening_Time,Supply
1754,5570,City,184.0,Trip Completed,2016-07-15 05:53:21,2016-07-15 06:17:39,5,Friday,Early Morning,Supply
1755,6003,Airport,184.0,Trip Completed,2016-07-15 12:09:01,2016-07-15 12:57:34,12,Friday,Daytime,Supply
1756,6663,Airport,184.0,Trip Completed,2016-07-15 22:22:03,2016-07-15 23:03:25,22,Friday,Late_Night,Supply
1757,616,Airport,185.0,Trip Completed,2016-11-07 12:05:00,2016-11-07 12:48:00,12,Monday,Daytime,Supply
1758,1056,City,185.0,Trip Completed,2016-11-07 19:49:00,2016-11-07 20:28:00,19,Monday,Evening_Time,Supply
1759,1903,City,185.0,Trip Completed,2016-12-07 10:36:00,2016-12-07 11:32:00,10,Wednesday,Morning_Time,Supply
1760,2643,City,185.0,Trip Completed,2016-12-07 22:37:00,2016-12-07 23:34:00,22,Wednesday,Late_Night,Supply
1761,3291,City,185.0,Trip Completed,2016-07-13 11:10:05,2016-07-13 12:31:07,11,Wednesday,Daytime,Supply
1762,3965,Airport,185.0,Trip Completed,2016-07-13 22:50:47,2016-07-13 23:20:24,22,Wednesday,Late_Night,Supply
1763,4007,City,185.0,Trip Completed,2016-07-13 23:46:19,2016-07-14 00:23:39,23,Wednesday,Late_Night,Supply
1764,4234,City,185.0,Trip Completed,2016-07-14 05:59:10,2016-07-14 07:01:16,5,Thursday,Early Morning,Supply
1765,4388,Airport,185.0,Trip Completed,2016-07-14 07:50:14,2016-07-14 08:48:46,7,Thursday,Morning_Time,Supply
1766,4964,City,185.0,Trip Completed,2016-07-14 18:34:51,2016-07-14 19:13:08,18,Thursday,Evening_Time,Supply
1767,5544,City,185.0,Trip Completed,2016-07-15 05:23:42,2016-07-15 05:56:52,5,Friday,Early Morning,Supply
1768,6217,City,185.0,Trip Completed,2016-07-15 17:33:50,2016-07-15 18:00:13,17,Friday,Daytime,Supply
1769,1345,Airport,186.0,Trip Completed,2016-11-07 23:37:00,2016-12-07 00:09:00,23,Monday,Late_Night,Supply
1770,1874,Airport,186.0,Trip Completed,2016-12-07 09:56:00,2016-12-07 10:42:00,9,Wednesday,Morning_Time,Supply
1771,2413,City,186.0,Trip Completed,2016-12-07 20:02:00,2016-12-07 21:16:00,20,Wednesday,Evening_Time,Supply
1772,3068,City,186.0,Trip Completed,2016-07-13 07:59:50,2016-07-13 08:49:05,7,Wednesday,Morning_Time,Supply
1773,3452,City,186.0,Trip Completed,2016-07-13 16:52:55,2016-07-13 17:25:52,16,Wednesday,Daytime,Supply
1774,4031,City,186.0,Trip Completed,2016-07-14 00:22:54,2016-07-14 00:55:13,0,Thursday,,Supply
1775,4438,Airport,186.0,Trip Completed,2016-07-14 08:27:23,2016-07-14 09:12:29,8,Thursday,Morning_Time,Supply
1776,5521,Airport,186.0,Trip Completed,2016-07-15 05:19:12,2016-07-15 06:27:48,5,Friday,Early Morning,Supply
1777,5832,City,186.0,Trip Completed,2016-07-15 09:00:26,2016-07-15 09:55:12,9,Friday,Morning_Time,Supply
1778,5990,Airport,186.0,Trip Completed,2016-07-15 11:43:12,2016-07-15 12:40:49,11,Friday,Daytime,Supply
1779,6254,City,186.0,Trip Completed,2016-07-15 17:57:37,2016-07-15 18:50:37,17,Friday,Daytime,Supply
1780,320,City,187.0,Trip Completed,2016-11-07 07:32:00,2016-11-07 08:44:00,7,Monday,Morning_Time,Supply
1781,717,City,187.0,Trip Completed,2016-11-07 14:52:00,2016-11-07 15:46:00,14,Monday,Daytime,Supply
1782,2074,City,187.0,Trip Completed,2016-12-07 15:32:00,2016-12-07 16:24:00,15,Wednesday,Daytime,Supply
1783,4576,Airport,187.0,Trip Completed,2016-07-14 09:57:29,2016-07-14 11:13:05,9,Thursday,Morning_Time,Supply
1784,5503,City,187.0,Trip Completed,2016-07-15 05:11:38,2016-07-15 06:01:35,5,Friday,Early Morning,Supply
1785,173,City,188.0,Trip Completed,2016-11-07 05:45:00,2016-11-07 06:30:00,5,Monday,Early Morning,Supply
1786,698,City,188.0,Trip Completed,2016-11-07 14:00:00,2016-11-07 14:49:00,14,Monday,Daytime,Supply
1787,2039,Airport,188.0,Trip Completed,2016-12-07 14:29:00,2016-12-07 15:18:00,14,Wednesday,Daytime,Supply
1788,2467,Airport,188.0,Trip Completed,2016-12-07 20:34:00,2016-12-07 21:41:00,20,Wednesday,Evening_Time,Supply
1789,2676,Airport,188.0,Trip Completed,2016-12-07 23:53:00,2016-07-13 00:26:55,23,Wednesday,Late_Night,Supply
1790,3038,City,188.0,Trip Completed,2016-07-13 07:37:29,2016-07-13 08:33:39,7,Wednesday,Morning_Time,Supply
1791,4003,Airport,188.0,Trip Completed,2016-07-13 23:40:51,2016-07-14 00:38:46,23,Wednesday,Late_Night,Supply
1792,4126,City,188.0,Trip Completed,2016-07-14 04:40:41,2016-07-14 05:53:29,4,Thursday,Early Morning,Supply
1793,4611,City,188.0,Trip Completed,2016-07-14 10:34:17,2016-07-14 11:19:06,10,Thursday,Morning_Time,Supply
1794,4975,City,188.0,Trip Completed,2016-07-14 18:42:37,2016-07-14 19:18:51,18,Thursday,Evening_Time,Supply
1795,5664,City,188.0,Trip Completed,2016-07-15 07:03:01,2016-07-15 07:46:59,7,Friday,Morning_Time,Supply
1796,6006,Airport,188.0,Trip Completed,2016-07-15 12:17:49,2016-07-15 13:25:21,12,Friday,Daytime,Supply
1797,6329,City,188.0,Trip Completed,2016-07-15 18:43:35,2016-07-15 19:36:59,18,Friday,Evening_Time,Supply
1798,2779,Airport,189.0,Trip Completed,2016-07-13 04:46:08,2016-07-13 05:41:19,4,Wednesday,Early Morning,Supply
1799,4216,Airport,189.0,Trip Completed,2016-07-14 05:38:23,2016-07-14 06:36:36,5,Thursday,Early Morning,Supply
1800,4711,Airport,189.0,Trip Completed,2016-07-14 13:18:22,2016-07-14 13:56:11,13,Thursday,Daytime,Supply
1801,4825,City,189.0,Trip Completed,2016-07-14 17:22:06,2016-07-14 18:17:49,17,Thursday,Daytime,Supply
1802,6175,City,189.0,Trip Completed,2016-07-15 16:55:44,2016-07-15 17:49:26,16,Friday,Daytime,Supply
1803,2445,City,190.0,Trip Completed,2016-12-07 20:18:00,2016-12-07 21:04:00,20,Wednesday,Evening_Time,Supply
1804,2714,Airport,190.0,Trip Completed,2016-07-13 01:52:50,2016-07-13 02:51:32,1,Wednesday,Early Morning,Supply
1805,3089,Airport,190.0,Trip Completed,2016-07-13 08:11:13,2016-07-13 08:53:42,8,Wednesday,Morning_Time,Supply
1806,3462,Airport,190.0,Trip Completed,2016-07-13 17:10:30,2016-07-13 17:52:31,17,Wednesday,Daytime,Supply
1807,4462,Airport,190.0,Trip Completed,2016-07-14 08:40:30,2016-07-14 09:22:57,8,Thursday,Morning_Time,Supply
1808,4698,City,190.0,Trip Completed,2016-07-14 13:07:35,2016-07-14 14:13:30,13,Thursday,Daytime,Supply
1809,5098,Airport,190.0,Trip Completed,2016-07-14 19:50:28,2016-07-14 20:27:04,19,Thursday,Evening_Time,Supply
1810,6711,City,190.0,Trip Completed,2016-07-15 23:07:06,2016-07-16 00:11:21,23,Friday,Late_Night,Supply
1811,146,Airport,191.0,Trip Completed,2016-11-07 05:29:00,2016-11-07 06:08:00,5,Monday,Early Morning,Supply
1812,652,Airport,191.0,Trip Completed,2016-11-07 12:43:00,2016-11-07 13:29:00,12,Monday,Daytime,Supply
1813,1947,Airport,191.0,Trip Completed,2016-12-07 11:33:00,2016-12-07 12:09:00,11,Wednesday,Daytime,Supply
1814,2236,Airport,191.0,Trip Completed,2016-12-07 18:16:00,2016-12-07 19:07:00,18,Wednesday,Evening_Time,Supply
1815,3393,City,191.0,Trip Completed,2016-07-13 14:42:19,2016-07-13 15:58:37,14,Wednesday,Daytime,Supply
1816,4577,Airport,191.0,Trip Completed,2016-07-14 09:54:17,2016-07-14 10:58:21,9,Thursday,Morning_Time,Supply
1817,4932,City,191.0,Trip Completed,2016-07-14 18:17:33,2016-07-14 18:53:49,18,Thursday,Evening_Time,Supply
1818,5419,City,191.0,Trip Completed,2016-07-15 02:01:30,2016-07-15 02:34:12,2,Friday,Early Morning,Supply
1819,5766,City,191.0,Trip Completed,2016-07-15 08:19:48,2016-07-15 09:18:32,8,Friday,Morning_Time,Supply
1820,6261,Airport,191.0,Trip Completed,2016-07-15 18:07:05,2016-07-15 19:07:36,18,Friday,Evening_Time,Supply
1821,800,Airport,192.0,Trip Completed,2016-11-07 17:13:00,2016-11-07 17:56:00,17,Monday,Daytime,Supply
1822,1484,Airport,192.0,Trip Completed,2016-12-07 05:19:00,2016-12-07 05:55:00,5,Wednesday,Early Morning,Supply
1823,1989,Airport,192.0,Trip Completed,2016-12-07 12:30:00,2016-12-07 13:01:00,12,Wednesday,Daytime,Supply
1824,3850,Airport,192.0,Trip Completed,2016-07-13 21:27:22,2016-07-13 22:05:11,21,Wednesday,Evening_Time,Supply
1825,4441,City,192.0,Trip Completed,2016-07-14 08:32:09,2016-07-14 09:19:29,8,Thursday,Morning_Time,Supply
1826,4783,Airport,192.0,Trip Completed,2016-07-14 16:34:22,2016-07-14 17:21:26,16,Thursday,Daytime,Supply
1827,392,Airport,193.0,Trip Completed,2016-11-07 08:23:00,2016-11-07 09:10:00,8,Monday,Morning_Time,Supply
1828,653,City,193.0,Trip Completed,2016-11-07 12:47:00,2016-11-07 13:53:00,12,Monday,Daytime,Supply
1829,1283,City,193.0,Trip Completed,2016-11-07 22:09:00,2016-11-07 23:18:00,22,Monday,Late_Night,Supply
1830,1860,City,193.0,Trip Completed,2016-12-07 09:55:00,2016-12-07 10:32:00,9,Wednesday,Morning_Time,Supply
1831,1910,Airport,193.0,Trip Completed,2016-12-07 10:41:00,2016-12-07 11:27:00,10,Wednesday,Morning_Time,Supply
1832,2259,Airport,193.0,Trip Completed,2016-12-07 18:30:00,2016-12-07 19:36:00,18,Wednesday,Evening_Time,Supply
1833,2752,Airport,193.0,Trip Completed,2016-07-13 03:37:35,2016-07-13 04:19:45,3,Wednesday,Early Morning,Supply
1834,3385,City,193.0,Trip Completed,2016-07-13 14:33:34,2016-07-13 15:21:25,14,Wednesday,Daytime,Supply
1835,4915,Airport,193.0,Trip Completed,2016-07-14 18:12:32,2016-07-14 19:07:04,18,Thursday,Evening_Time,Supply
1836,5957,Airport,193.0,Trip Completed,2016-07-15 10:46:03,2016-07-15 11:26:56,10,Friday,Morning_Time,Supply
1837,5992,City,193.0,Trip Completed,2016-07-15 11:54:17,2016-07-15 12:39:52,11,Friday,Daytime,Supply
1838,6160,Airport,193.0,Trip Completed,2016-07-15 16:30:16,2016-07-15 17:39:38,16,Friday,Daytime,Supply
1839,21,Airport,194.0,Trip Completed,2016-11-07 01:29:00,2016-11-07 02:05:00,1,Monday,Early Morning,Supply
1840,106,City,194.0,Trip Completed,2016-11-07 05:06:00,2016-11-07 05:38:00,5,Monday,Early Morning,Supply
1841,512,Airport,194.0,Trip Completed,2016-11-07 09:47:00,2016-11-07 10:55:00,9,Monday,Morning_Time,Supply
1842,760,City,194.0,Trip Completed,2016-11-07 16:16:00,2016-11-07 16:54:00,16,Monday,Daytime,Supply
1843,1098,City,194.0,Trip Completed,2016-11-07 20:15:00,2016-11-07 21:03:00,20,Monday,Evening_Time,Supply
1844,1314,Airport,194.0,Trip Completed,2016-11-07 22:44:00,2016-11-07 23:51:00,22,Monday,Late_Night,Supply
1845,2746,Airport,194.0,Trip Completed,2016-07-13 03:14:15,2016-07-13 04:00:42,3,Wednesday,Early Morning,Supply
1846,3140,Airport,194.0,Trip Completed,2016-07-13 08:48:42,2016-07-13 09:41:31,8,Wednesday,Morning_Time,Supply
1847,3314,City,194.0,Trip Completed,2016-07-13 12:06:57,2016-07-13 12:50:35,12,Wednesday,Daytime,Supply
1848,4157,Airport,194.0,Trip Completed,2016-07-14 05:04:53,2016-07-14 05:32:44,5,Thursday,Early Morning,Supply
1849,5340,Airport,194.0,Trip Completed,2016-07-14 22:32:15,2016-07-14 23:44:30,22,Thursday,Late_Night,Supply
1850,6257,Airport,194.0,Trip Completed,2016-07-15 18:03:39,2016-07-15 19:04:43,18,Friday,Evening_Time,Supply
1851,564,Airport,195.0,Trip Completed,2016-11-07 10:20:00,2016-11-07 11:23:00,10,Monday,Morning_Time,Supply
1852,1271,Airport,195.0,Trip Completed,2016-11-07 22:00:00,2016-11-07 22:38:00,22,Monday,Late_Night,Supply
1853,1647,Airport,195.0,Trip Completed,2016-12-07 07:13:00,2016-12-07 07:51:00,7,Wednesday,Morning_Time,Supply
1854,2767,Airport,195.0,Trip Completed,2016-07-13 04:07:13,2016-07-13 04:59:15,4,Wednesday,Early Morning,Supply
1855,3646,Airport,195.0,Trip Completed,2016-07-13 19:11:00,2016-07-13 19:48:13,19,Wednesday,Evening_Time,Supply
1856,4865,Airport,195.0,Trip Completed,2016-07-14 17:37:10,2016-07-14 18:57:28,17,Thursday,Daytime,Supply
1857,6055,Airport,195.0,Trip Completed,2016-07-15 13:35:34,2016-07-15 14:32:22,13,Friday,Daytime,Supply
1858,6679,Airport,195.0,Trip Completed,2016-07-15 22:26:08,2016-07-15 23:08:05,22,Friday,Late_Night,Supply
1859,283,Airport,196.0,Trip Completed,2016-11-07 07:01:00,2016-11-07 07:32:00,7,Monday,Morning_Time,Supply
1860,489,City,196.0,Trip Completed,2016-11-07 09:29:00,2016-11-07 10:21:00,9,Monday,Morning_Time,Supply
1861,1559,Airport,196.0,Trip Completed,2016-12-07 06:09:00,2016-12-07 06:53:00,6,Wednesday,Morning_Time,Supply
1862,2545,Airport,196.0,Trip Completed,2016-12-07 21:20:00,2016-12-07 21:53:00,21,Wednesday,Evening_Time,Supply
1863,3333,City,196.0,Trip Completed,2016-07-13 12:35:14,2016-07-13 13:41:52,12,Wednesday,Daytime,Supply
1864,4037,Airport,196.0,Trip Completed,2016-07-14 00:32:45,2016-07-14 01:17:01,0,Thursday,,Supply
1865,4578,Airport,196.0,Trip Completed,2016-07-14 09:59:09,2016-07-14 11:03:54,9,Thursday,Morning_Time,Supply
1866,4664,City,196.0,Trip Completed,2016-07-14 12:23:06,2016-07-14 12:58:01,12,Thursday,Daytime,Supply
1867,4756,City,196.0,Trip Completed,2016-07-14 15:20:35,2016-07-14 16:23:03,15,Thursday,Daytime,Supply
1868,5843,Airport,196.0,Trip Completed,2016-07-15 09:10:25,2016-07-15 09:36:13,9,Friday,Morning_Time,Supply
1869,6045,City,196.0,Trip Completed,2016-07-15 13:19:25,2016-07-15 14:00:39,13,Friday,Daytime,Supply
1870,6735,Airport,196.0,Trip Completed,2016-07-15 23:35:13,2016-07-16 00:11:44,23,Friday,Late_Night,Supply
1871,335,City,197.0,Trip Completed,2016-11-07 07:39:00,2016-11-07 08:23:00,7,Monday,Morning_Time,Supply
1872,558,City,197.0,Trip Completed,2016-11-07 10:15:00,2016-11-07 11:12:00,10,Monday,Morning_Time,Supply
1873,844,City,197.0,Trip Completed,2016-11-07 17:38:00,2016-11-07 18:48:00,17,Monday,Daytime,Supply
1874,1186,City,197.0,Trip Completed,2016-11-07 21:05:00,2016-11-07 22:16:00,21,Monday,Evening_Time,Supply
1875,1705,City,197.0,Trip Completed,2016-12-07 08:08:00,2016-12-07 09:00:00,8,Wednesday,Morning_Time,Supply
1876,2469,Airport,197.0,Trip Completed,2016-12-07 20:43:00,2016-12-07 21:35:00,20,Wednesday,Evening_Time,Supply
1877,2975,Airport,197.0,Trip Completed,2016-07-13 06:53:25,2016-07-13 08:04:52,6,Wednesday,Morning_Time,Supply
1878,3641,City,197.0,Trip Completed,2016-07-13 19:04:23,2016-07-13 20:04:51,19,Wednesday,Evening_Time,Supply
1879,4476,Airport,197.0,Trip Completed,2016-07-14 08:50:51,2016-07-14 09:38:30,8,Thursday,Morning_Time,Supply
1880,4969,City,197.0,Trip Completed,2016-07-14 18:41:23,2016-07-14 19:09:31,18,Thursday,Evening_Time,Supply
1881,5737,City,197.0,Trip Completed,2016-07-15 07:49:45,2016-07-15 08:58:00,7,Friday,Morning_Time,Supply
1882,6102,City,197.0,Trip Completed,2016-07-15 14:57:52,2016-07-15 15:30:03,14,Friday,Daytime,Supply
1883,6721,City,197.0,Trip Completed,2016-07-15 23:23:48,2016-07-16 00:18:48,23,Friday,Late_Night,Supply
1884,11,City,198.0,Trip Completed,2016-11-07 01:00:00,2016-11-07 01:53:00,1,Monday,Early Morning,Supply
1885,519,City,198.0,Trip Completed,2016-11-07 09:43:00,2016-11-07 10:54:00,9,Monday,Morning_Time,Supply
1886,1994,Airport,198.0,Trip Completed,2016-12-07 12:49:00,2016-12-07 13:48:00,12,Wednesday,Daytime,Supply
1887,2483,Airport,198.0,Trip Completed,2016-12-07 20:46:00,2016-12-07 21:53:00,20,Wednesday,Evening_Time,Supply
1888,2635,City,198.0,Trip Completed,2016-12-07 22:26:00,2016-12-07 23:33:00,22,Wednesday,Late_Night,Supply
1889,3545,City,198.0,Trip Completed,2016-07-13 18:00:59,2016-07-13 18:38:39,18,Wednesday,Evening_Time,Supply
1890,4730,City,198.0,Trip Completed,2016-07-14 14:12:00,2016-07-14 15:25:12,14,Thursday,Daytime,Supply
1891,4976,Airport,198.0,Trip Completed,2016-07-14 18:46:48,2016-07-14 19:33:36,18,Thursday,Evening_Time,Supply
1892,5789,Airport,198.0,Trip Completed,2016-07-15 08:32:39,2016-07-15 09:15:16,8,Friday,Morning_Time,Supply
1893,6030,Airport,198.0,Trip Completed,2016-07-15 12:54:09,2016-07-15 14:03:29,12,Friday,Daytime,Supply
1894,6616,Airport,198.0,Trip Completed,2016-07-15 21:51:29,2016-07-15 22:20:19,21,Friday,Evening_Time,Supply
1895,165,Airport,199.0,Trip Completed,2016-11-07 05:39:00,2016-11-07 06:11:00,5,Monday,Early Morning,Supply
1896,1706,City,199.0,Trip Completed,2016-12-07 08:11:00,2016-12-07 09:12:00,8,Wednesday,Morning_Time,Supply
1897,1821,Airport,199.0,Trip Completed,2016-12-07 09:31:00,2016-12-07 10:36:00,9,Wednesday,Morning_Time,Supply
1898,2629,City,199.0,Trip Completed,2016-12-07 22:13:00,2016-12-07 22:51:00,22,Wednesday,Late_Night,Supply
1899,5227,Airport,199.0,Trip Completed,2016-07-14 21:02:35,2016-07-14 22:19:25,21,Thursday,Evening_Time,Supply
1900,5374,City,199.0,Trip Completed,2016-07-14 23:40:04,2016-07-15 00:46:22,23,Thursday,Late_Night,Supply
1901,5823,City,199.0,Trip Completed,2016-07-15 08:56:31,2016-07-15 10:07:32,8,Friday,Morning_Time,Supply
1902,6007,City,199.0,Trip Completed,2016-07-15 12:15:42,2016-07-15 13:03:40,12,Friday,Daytime,Supply
1903,6736,Airport,199.0,Trip Completed,2016-07-15 23:36:53,2016-07-16 00:20:14,23,Friday,Late_Night,Supply
1904,590,City,200.0,Trip Completed,2016-11-07 11:20:00,2016-11-07 12:10:00,11,Monday,Daytime,Supply
1905,779,Airport,200.0,Trip Completed,2016-11-07 16:40:00,2016-11-07 17:14:00,16,Monday,Daytime,Supply
1906,1085,City,200.0,Trip Completed,2016-11-07 20:03:00,2016-11-07 20:58:00,20,Monday,Evening_Time,Supply
